Target Speed,Current Speed,Target Pitch,Current Pitch 1,Current Pitch 2,,,,,,
50,150,0,-8036,-394,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
50,150,0,-8048,-394,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8053,-395,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8061,-395,,,,,,Received: &_DATA_50.00_150.00_0_-59_2_*
50,150,0,-8055,-395,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
50,150,0,-8049,-395,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
50,150,0,-8052,-394,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8057,-395,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8061,-396,,,,,,Received: &_DATA_50.00_150.00_0_-62_2_*
50,150,0,-8077,-396,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
50,150,0,-8075,-396,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
50,150,0,-8073,-396,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8072,-396,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8075,-396,,,,,,Received: &_DATA_50.00_150.00_0_-62_2_*
50,150,0,-8078,-396,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
50,150,0,-8102,-396,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
50,150,0,-8114,-397,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8110,-397,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8110,-397,,,,,,Received: &_DATA_50.00_150.00_0_-56_2_*
50,150,0,-8105,-397,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
50,150,0,-8104,-396,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
50,150,0,-8100,-396,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8101,-396,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8105,-397,,,,,,Received: &_DATA_50.00_150.00_0_-51_3_*
50,150,0,-8119,-397,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
50,150,0,-8121,-397,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
50,150,0,-8127,-397,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8109,-397,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8106,-396,,,,,,Received: &_DATA_50.00_150.00_0_-46_3_*
50,150,0,-8104,-396,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
50,150,0,-8102,-396,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
50,150,0,-8121,-397,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8119,-397,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8126,-398,,,,,,Received: &_DATA_50.00_150.00_0_-52_2_*
50,150,0,-8130,-397,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
50,150,0,-8118,-397,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
50,150,0,-8115,-397,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8105,-397,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8102,-397,,,,,,Received: &_DATA_50.00_150.00_0_-56_3_*
50,150,0,-8110,-397,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
50,150,0,-8116,-398,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
50,150,0,-8115,-397,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8122,-397,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8116,-397,,,,,,Received: &_DATA_50.00_150.00_0_-63_2_*
50,150,0,-8115,-397,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
50,150,0,-8107,-396,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
50,150,0,-8108,-396,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8112,-397,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8122,-397,,,,,,Received: &_DATA_50.00_150.00_0_-67_2_*
50,150,0,-8123,-398,,,,,,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*
50,150,0,-8130,-397,,,,,,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*
50,150,0,-8123,-397,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8113,-397,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8116,-397,,,,,,Received: &_DATA_50.00_150.00_10_-67_2_*
50,150,0,-8119,-397,,,,,,Received: &_PWM_51.25_25.00_52.93_60.00_25.00_*
50,150,0,-8128,-398,,,,,,Received control message: &_PWM_51.25_25.00_52.93_60.00_25.00_*
50,150,0,-8123,-398,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8124,-398,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8122,-397,,,,,,Received: &_DATA_50.00_150.00_10_-60_2_*
50,150,0,-8121,-397,,,,,,Received: &_PWM_51.25_25.00_51.86_60.00_25.00_*
50,150,0,-8118,-397,,,,,,Received control message: &_PWM_51.25_25.00_51.86_60.00_25.00_*
50,150,0,-8113,-397,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8117,-398,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8122,-398,,,,,,Received: &_DATA_50.00_150.00_10_-55_0_*
50,150,0,-8135,-398,,,,,,Received: &_PWM_51.25_25.41_50.84_60.00_25.00_*
50,150,0,-8139,-398,,,,,,Received control message: &_PWM_51.25_25.41_50.84_60.00_25.00_*
50,150,0,-8136,-397,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8127,-397,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8122,-397,,,,,,Received: &_DATA_50.00_150.00_10_-45_-47_*
50,150,0,-8119,-397,,,,,,Received: &_PWM_51.25_27.28_48.97_60.00_25.00_*
50,150,0,-8115,-397,,,,,,Received control message: &_PWM_51.25_27.28_48.97_60.00_25.00_*
50,150,0,-8121,-398,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8131,-398,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8132,-398,,,,,,Received: &_DATA_50.00_150.00_10_-32_-80_*
50,150,0,-8136,-398,,,,,,Received: &_PWM_51.25_29.44_46.81_60.00_25.00_*
50,150,0,-8130,-398,,,,,,Received control message: &_PWM_51.25_29.44_46.81_60.00_25.00_*
50,150,0,-8124,-398,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8122,-397,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8130,-398,,,,,,Received: &_DATA_50.00_150.00_10_-13_-92_*
50,150,0,-8134,-398,,,,,,Received: &_PWM_51.25_32.75_43.50_60.00_25.00_*
50,150,0,-8141,-398,,,,,,Received control message: &_PWM_51.25_32.75_43.50_60.00_25.00_*
50,150,0,-8134,-398,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8136,-398,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8133,-398,,,,,,Received: &_DATA_50.00_150.00_10_-30_-96_*
50,150,0,-8133,-398,,,,,,Received: &_PWM_51.25_29.76_46.49_60.00_25.00_*
50,150,0,-8127,-398,,,,,,Received control message: &_PWM_51.25_29.76_46.49_60.00_25.00_*
50,150,0,-8128,-398,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8122,-398,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8140,-398,,,,,,Received: &_DATA_50.00_150.00_10_-14_-98_*
50,150,0,-8140,-398,,,,,,Received: &_PWM_51.25_32.45_43.80_60.00_25.00_*
50,150,0,-8136,-398,,,,,,Received control message: &_PWM_51.25_32.45_43.80_60.00_25.00_*
50,150,0,-8130,-398,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8125,-398,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8128,-398,,,,,,Received: &_DATA_50.00_150.00_10_-36_-97_*
50,150,0,-8127,-398,,,,,,Received: &_PWM_51.25_28.58_47.67_60.00_25.00_*
50,150,0,-8132,-398,,,,,,Received control message: &_PWM_51.25_28.58_47.67_60.00_25.00_*
50,150,0,-8135,-398,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8143,-398,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8136,-398,,,,,,Received: &_DATA_50.00_150.00_10_-49_-98_*
50,150,0,-8135,-398,,,,,,Received: &_PWM_51.25_26.39_49.86_60.00_25.00_*
50,150,0,-8133,-398,,,,,,Received control message: &_PWM_51.25_26.39_49.86_60.00_25.00_*
50,150,0,-8128,-398,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8130,-398,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8140,-399,,,,,,Received: &_DATA_50.00_150.00_10_-35_-99_*
50,150,0,-8138,-399,,,,,,Received: &_PWM_51.25_28.83_47.42_60.00_25.00_*
50,150,0,-8149,-399,,,,,,Received control message: &_PWM_51.25_28.83_47.42_60.00_25.00_*
50,150,0,-8145,-398,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8136,-398,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8129,-398,,,,,,Received: &_DATA_50.00_150.00_10_-39_-98_*
50,150,0,-8136,-398,,,,,,Received: &_PWM_51.25_28.12_48.13_60.00_25.00_*
50,150,0,-8143,-398,,,,,,Received control message: &_PWM_51.25_28.12_48.13_60.00_25.00_*
50,150,0,-8147,-399,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8142,-399,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8149,-399,,,,,,Received: &_DATA_50.00_150.00_10_-53_-99_*
50,150,0,-8142,-399,,,,,,Received: &_PWM_51.25_25.66_50.59_60.00_25.00_*
50,150,0,-8136,-399,,,,,,Received control message: &_PWM_51.25_25.66_50.59_60.00_25.00_*
50,150,0,-8134,-399,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8136,-398,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8141,-399,,,,,,Received: &_DATA_50.00_150.00_10_-62_-98_*
50,150,0,-8143,-399,,,,,,Received: &_PWM_51.25_25.00_52.15_60.00_25.00_*
50,150,0,-8147,-399,,,,,,Received control message: &_PWM_51.25_25.00_52.15_60.00_25.00_*
50,150,0,-8144,-399,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8142,-399,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8142,-398,,,,,,Received: &_DATA_50.00_150.00_10_-59_-98_*
50,150,0,-8139,-398,,,,,,Received: &_PWM_51.25_25.00_51.63_58.19_25.00_*
50,150,0,-8136,-398,,,,,,Received control message: &_PWM_51.25_25.00_51.63_58.19_25.00_*
50,150,0,-8136,-398,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8141,-399,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8144,-399,,,,,,Received: &_DATA_50.00_150.00_10_-61_-98_*
50,150,0,-8142,-399,,,,,,Received: &_PWM_51.25_25.00_51.89_54.85_25.00_*
50,150,0,-8140,-398,,,,,,Received control message: &_PWM_51.25_25.00_51.89_54.85_25.00_*
50,150,0,-8139,-398,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8132,-398,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8135,-398,,,,,,Received: &_DATA_50.00_150.00_10_-62_-97_*
50,150,0,-8141,-399,,,,,,Received: &_PWM_51.25_25.00_52.12_51.56_25.00_*
50,150,0,-8145,-399,,,,,,Received control message: &_PWM_51.25_25.00_52.12_51.56_25.00_*
50,150,0,-8153,-399,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8151,-399,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8146,-399,,,,,,Received: &_DATA_50.00_150.00_10_-49_-99_*
50,150,0,-8145,-399,,,,,,Received: &_PWM_51.25_26.34_49.91_48.04_28.21_*
50,150,0,-8138,-398,,,,,,Received control message: &_PWM_51.25_26.34_49.91_48.04_28.21_*
50,150,0,-8137,-398,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8144,-399,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8147,-400,,,,,,Received: &_DATA_50.00_150.00_10_-34_-98_*
50,150,0,-8150,-400,,,,,,Received: &_PWM_51.25_29.03_47.22_44.77_31.48_*
50,150,0,-8152,-399,,,,,,Received control message: &_PWM_51.25_29.03_47.22_44.77_31.48_*
50,150,0,-8143,-399,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8136,-398,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8138,-398,,,,,,Received: &_DATA_50.00_150.00_10_-36_-96_*
50,150,0,-8134,-398,,,,,,Received: &_PWM_51.25_28.80_47.45_41.58_34.67_*
50,150,0,-8148,-399,,,,,,Received control message: &_PWM_51.25_28.80_47.45_41.58_34.67_*
50,150,0,-8149,-399,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8148,-399,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8156,-400,,,,,,Received: &_DATA_50.00_150.00_20_-40_-98_*
50,150,0,-8154,-399,,,,,,Received: &_PWM_51.25_25.06_51.19_37.09_39.16_*
50,150,0,-8153,-399,,,,,,Received control message: &_PWM_51.25_25.06_51.19_37.09_39.16_*
50,150,0,-8142,-399,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8138,-399,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8150,-399,,,,,,Received: &_DATA_50.00_150.00_20_-45_-98_*
50,150,0,-8158,-400,,,,,,Received: &_PWM_51.25_25.00_52.13_33.41_42.84_*
50,150,0,-8154,-400,,,,,,Received control message: &_PWM_51.25_25.00_52.13_33.41_42.84_*
50,150,0,-8160,-400,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8154,-400,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8148,-399,,,,,,Received: &_DATA_50.00_150.00_20_-36_-95_*
50,150,0,-8143,-399,,,,,,Received: &_PWM_51.25_25.64_50.61_30.08_46.17_*
50,150,0,-8140,-399,,,,,,Received control message: &_PWM_51.25_25.64_50.61_30.08_46.17_*
50,150,0,-8147,-399,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8148,-399,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8156,-399,,,,,,Received: &_DATA_50.00_150.00_20_-53_-63_*
50,150,0,-8152,-400,,,,,,Received: &_PWM_51.25_25.00_53.57_29.65_46.60_*
50,150,0,-8144,-400,,,,,,Received control message: &_PWM_51.25_25.00_53.57_29.65_46.60_*
50,150,0,-8132,-400,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8130,-399,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8136,-399,,,,,,Received: &_DATA_50.00_150.00_20_-42_46_*
50,150,0,-8148,-399,,,,,,Received: &_PWM_51.25_25.00_51.69_38.51_37.74_*
50,150,0,-8153,-400,,,,,,Received control message: &_PWM_51.25_25.00_51.69_38.51_37.74_*
50,150,0,-8156,-400,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8154,-400,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8151,-399,,,,,,Received: &_DATA_50.00_150.00_20_-35_90_*
50,150,0,-8151,-399,,,,,,Received: &_PWM_51.25_25.78_50.47_43.98_32.27_*
50,150,0,-8154,-399,,,,,,Received control message: &_PWM_51.25_25.78_50.47_43.98_32.27_*
50,150,0,-8148,-398,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8161,-399,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8161,-400,,,,,,Received: &_DATA_50.00_150.00_20_-46_84_*
50,150,0,-8159,-400,,,,,,Received: &_PWM_51.25_25.00_52.38_45.58_30.67_*
50,150,0,-8167,-400,,,,,,Received control message: &_PWM_51.25_25.00_52.38_45.58_30.67_*
50,150,0,-8157,-399,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8151,-399,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8151,-399,,,,,,Received: &_DATA_50.00_150.00_20_-13_57_*
50,150,0,-8155,-399,,,,,,Received: &_PWM_51.25_29.59_46.66_44.83_31.42_*
50,150,0,-8156,-399,,,,,,Received control message: &_PWM_51.25_29.59_46.66_44.83_31.42_*
50,150,0,-8164,-400,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8170,-400,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8174,-400,,,,,,Received: &_DATA_50.00_150.00_20_-4_42_*
50,150,0,-8158,-400,,,,,,Received: &_PWM_51.25_31.21_45.04_44.36_31.89_*
50,150,0,-8149,-399,,,,,,Received control message: &_PWM_51.25_31.21_45.04_44.36_31.89_*
50,150,0,-8149,-399,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8142,-400,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8154,-400,,,,,,Received: &_DATA_50.00_150.00_20_-12_36_*
50,150,0,-8160,-400,,,,,,Received: &_PWM_51.25_29.81_46.44_44.44_31.81_*
50,150,0,-8165,-400,,,,,,Received control message: &_PWM_51.25_29.81_46.44_44.44_31.81_*
50,150,0,-8166,-400,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8157,-400,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8154,-400,,,,,,Received: &_DATA_50.00_150.00_20_-6_34_*
50,150,0,-8153,-400,,,,,,Received: &_PWM_51.25_30.91_45.34_44.74_31.51_*
50,150,0,-8154,-400,,,,,,Received control message: &_PWM_51.25_30.91_45.34_44.74_31.51_*
50,150,0,-8156,-400,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8170,-400,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8265,-406,,,,,,Received: &_DATA_50.00_150.00_20_-4_33_*
50,150,0,-8286,-408,,,,,,Received: &_PWM_51.25_31.23_45.02_45.06_31.19_*
50,150,0,-8272,-407,,,,,,Received control message: &_PWM_51.25_31.23_45.02_45.06_31.19_*
50,150,0,-8249,-406,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
50,150,0,-8223,-404,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_20_-2_32_*
,,,,,,,,,,Received: &_PWM_51.25_31.49_44.76_45.43_30.82_*
,,,,,,,,,,Received control message: &_PWM_51.25_31.49_44.76_45.43_30.82_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_20_-2_33_*
,,,,,,,,,,Received: &_PWM_51.25_31.47_44.78_45.90_30.35_*
,,,,,,,,,,Received control message: &_PWM_51.25_31.47_44.78_45.90_30.35_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_20_-12_33_*
,,,,,,,,,,Received: &_PWM_51.25_29.67_46.58_46.30_29.95_*
,,,,,,,,,,Received control message: &_PWM_51.25_29.67_46.58_46.30_29.95_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_20_-11_33_*
,,,,,,,,,,Received: &_PWM_51.25_29.99_46.26_46.72_29.53_*
,,,,,,,,,,Received control message: &_PWM_51.25_29.99_46.26_46.72_29.53_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_20_-7_33_*
,,,,,,,,,,Received: &_PWM_51.25_30.74_45.51_47.11_29.14_*
,,,,,,,,,,Received control message: &_PWM_51.25_30.74_45.51_47.11_29.14_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_20_-20_33_*
,,,,,,,,,,Received: &_PWM_51.25_28.35_47.90_47.51_28.74_*
,,,,,,,,,,Received control message: &_PWM_51.25_28.35_47.90_47.51_28.74_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_20_-14_33_*
,,,,,,,,,,Received: &_PWM_51.25_29.53_46.72_47.91_28.34_*
,,,,,,,,,,Received control message: &_PWM_51.25_29.53_46.72_47.91_28.34_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_20_-8_33_*
,,,,,,,,,,Received: &_PWM_51.25_30.43_45.82_48.32_27.93_*
,,,,,,,,,,Received control message: &_PWM_51.25_30.43_45.82_48.32_27.93_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_30_-10_33_*
,,,,,,,,,,Received: &_PWM_51.25_27.55_48.70_47.63_28.62_*
,,,,,,,,,,Received control message: &_PWM_51.25_27.55_48.70_47.63_28.62_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_30_-8_33_*
,,,,,,,,,,Received: &_PWM_51.25_27.37_48.88_47.73_28.52_*
,,,,,,,,,,Received control message: &_PWM_51.25_27.37_48.88_47.73_28.52_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_30_-26_33_*
,,,,,,,,,,Received: &_PWM_51.25_25.00_51.98_47.86_28.39_*
,,,,,,,,,,Received control message: &_PWM_51.25_25.00_51.98_47.86_28.39_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_30_-24_33_*
,,,,,,,,,,Received: &_PWM_51.25_25.00_51.57_47.99_28.26_*
,,,,,,,,,,Received control message: &_PWM_51.25_25.00_51.57_47.99_28.26_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_30_-22_33_*
,,,,,,,,,,Received: &_PWM_51.25_25.00_51.28_48.07_28.18_*
,,,,,,,,,,Received control message: &_PWM_51.25_25.00_51.28_48.07_28.18_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_30_-19_33_*
,,,,,,,,,,Received: &_PWM_51.25_25.48_50.77_48.21_28.04_*
,,,,,,,,,,Received control message: &_PWM_51.25_25.48_50.77_48.21_28.04_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_30_-11_33_*
,,,,,,,,,,Received: &_PWM_51.25_27.01_49.24_48.26_27.99_*
,,,,,,,,,,Received control message: &_PWM_51.25_27.01_49.24_48.26_27.99_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_30_-15_33_*
,,,,,,,,,,Received: &_PWM_51.25_26.22_50.03_48.35_27.90_*
,,,,,,,,,,Received control message: &_PWM_51.25_26.22_50.03_48.35_27.90_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_30_-10_32_*
,,,,,,,,,,Received: &_PWM_51.25_27.05_49.20_48.38_27.87_*
,,,,,,,,,,Received control message: &_PWM_51.25_27.05_49.20_48.38_27.87_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_30_-10_33_*
,,,,,,,,,,Received: &_PWM_51.25_27.18_49.07_48.51_27.74_*
,,,,,,,,,,Received control message: &_PWM_51.25_27.18_49.07_48.51_27.74_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_30_-14_33_*
,,,,,,,,,,Received: &_PWM_51.25_26.47_49.78_48.62_27.63_*
,,,,,,,,,,Received control message: &_PWM_51.25_26.47_49.78_48.62_27.63_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_30_-18_33_*
,,,,,,,,,,Received: &_PWM_51.25_25.71_50.54_48.75_27.50_*
,,,,,,,,,,Received control message: &_PWM_51.25_25.71_50.54_48.75_27.50_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received: &_DATA_50.00_150.00_30_-26_33_*
,,,,,,,,,,Received: &_PWM_51.25_25.00_52.06_48.84_27.41_*
,,,,,,,,,,Received control message: &_PWM_51.25_25.00_52.06_48.84_27.41_*
,,,,,,,,,,Received: &_PID_1.000000_0.700000_0.001000_*
,,,,,,,,,,Received control message: &_PID_1.000000_0.700000_0.001000_*
