Target Speed,Current Speed,Target Pitch,Current Pitch 1,Current Pitch 2,,,,,,,,,,,,,,Column1,Column2
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,33 *,Received: &_DATA_50.00_150.00_30_-10_33_*,,,,,,,,,
,,,,,,,,,28.62 *,Received: &_PWM_51.25_27.55_48.70_47.63_28.62_*,,,,,,,,,
,,,,,,,,,28.62 *,Received control message: &_PWM_51.25_27.55_48.70_47.63_28.62_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,33 *,Received: &_DATA_50.00_150.00_30_-8_33_*,,,,,,,,,
,,,,,,,,,28.52 *,Received: &_PWM_51.25_27.37_48.88_47.73_28.52_*,,,,,,,,,
,,,,,,,,,28.52 *,Received control message: &_PWM_51.25_27.37_48.88_47.73_28.52_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,33 *,Received: &_DATA_50.00_150.00_30_-26_33_*,,,,,,,,,
,,,,,,,,,28.39 *,Received: &_PWM_51.25_25.00_51.98_47.86_28.39_*,,,,,,,,,
,,,,,,,,,28.39 *,Received control message: &_PWM_51.25_25.00_51.98_47.86_28.39_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,33 *,Received: &_DATA_50.00_150.00_30_-24_33_*,,,,,,,,,
,,,,,,,,,28.26 *,Received: &_PWM_51.25_25.00_51.57_47.99_28.26_*,,,,,,,,,
,,,,,,,,,28.26 *,Received control message: &_PWM_51.25_25.00_51.57_47.99_28.26_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,33 *,Received: &_DATA_50.00_150.00_30_-22_33_*,,,,,,,,,
,,,,,,,,,28.18 *,Received: &_PWM_51.25_25.00_51.28_48.07_28.18_*,,,,,,,,,
,,,,,,,,,28.18 *,Received control message: &_PWM_51.25_25.00_51.28_48.07_28.18_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,33 *,Received: &_DATA_50.00_150.00_30_-19_33_*,,,,,,,,,
,,,,,,,,,28.04 *,Received: &_PWM_51.25_25.48_50.77_48.21_28.04_*,,,,,,,,,
,,,,,,,,,28.04 *,Received control message: &_PWM_51.25_25.48_50.77_48.21_28.04_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,33 *,Received: &_DATA_50.00_150.00_30_-11_33_*,,,,,,,,,
,,,,,,,,,27.99 *,Received: &_PWM_51.25_27.01_49.24_48.26_27.99_*,,,,,,,,,
,,,,,,,,,27.99 *,Received control message: &_PWM_51.25_27.01_49.24_48.26_27.99_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,33 *,Received: &_DATA_50.00_150.00_30_-15_33_*,,,,,,,,,
,,,,,,,,,27.90 *,Received: &_PWM_51.25_26.22_50.03_48.35_27.90_*,,,,,,,,,
,,,,,,,,,27.90 *,Received control message: &_PWM_51.25_26.22_50.03_48.35_27.90_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,32 *,Received: &_DATA_50.00_150.00_30_-10_32_*,,,,,,,,,
,,,,,,,,,27.87 *,Received: &_PWM_51.25_27.05_49.20_48.38_27.87_*,,,,,,,,,
,,,,,,,,,27.87 *,Received control message: &_PWM_51.25_27.05_49.20_48.38_27.87_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,33 *,Received: &_DATA_50.00_150.00_30_-10_33_*,,,,,,,,,
,,,,,,,,,27.74 *,Received: &_PWM_51.25_27.18_49.07_48.51_27.74_*,,,,,,,,,
,,,,,,,,,27.74 *,Received control message: &_PWM_51.25_27.18_49.07_48.51_27.74_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,33 *,Received: &_DATA_50.00_150.00_30_-14_33_*,,,,,,,,,
,,,,,,,,,27.63 *,Received: &_PWM_51.25_26.47_49.78_48.62_27.63_*,,,,,,,,,
,,,,,,,,,27.63 *,Received control message: &_PWM_51.25_26.47_49.78_48.62_27.63_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,33 *,Received: &_DATA_50.00_150.00_30_-18_33_*,,,,,,,,,
,,,,,,,,,27.50 *,Received: &_PWM_51.25_25.71_50.54_48.75_27.50_*,,,,,,,,,
,,,,,,,,,27.50 *,Received control message: &_PWM_51.25_25.71_50.54_48.75_27.50_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,33 *,Received: &_DATA_50.00_150.00_30_-26_33_*,,,,,,,,,
,,,,,,,,,27.41 *,Received: &_PWM_51.25_25.00_52.06_48.84_27.41_*,,,,,,,,,
,,,,,,,,,27.41 *,Received control message: &_PWM_51.25_25.00_52.06_48.84_27.41_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,33 *,Received: &_DATA_50.00_150.00_30_-19_33_*,,,,,,,,,
,,,,,,,,,27.34 *,Received: &_PWM_51.25_25.53_50.72_48.91_27.34_*,,,,,,,,,
,,,,,,,,,27.34 *,Received control message: &_PWM_51.25_25.53_50.72_48.91_27.34_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,33 *,Received: &_DATA_50.00_150.00_30_-6_33_*,,,,,,,,,
,,,,,,,,,27.25 *,Received: &_PWM_51.25_27.75_48.50_49.00_27.25_*,,,,,,,,,
,,,,,,,,,27.25 *,Received control message: &_PWM_51.25_27.75_48.50_49.00_27.25_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,33 *,Received: &_DATA_50.00_150.00_30_-17_33_*,,,,,,,,,
,,,,,,,,,27.13 *,Received: &_PWM_51.25_25.83_50.42_49.12_27.13_*,,,,,,,,,
,,,,,,,,,27.13 *,Received control message: &_PWM_51.25_25.83_50.42_49.12_27.13_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,32 *,Received: &_DATA_50.00_150.00_30_-14_32_*,,,,,,,,,
,,,,,,,,,27.10 *,Received: &_PWM_51.25_26.44_49.81_49.15_27.10_*,,,,,,,,,
,,,,,,,,,27.10 *,Received control message: &_PWM_51.25_26.44_49.81_49.15_27.10_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,32 *,Received: &_DATA_50.00_150.00_30_-11_32_*,,,,,,,,,
,,,,,,,,,26.99 *,Received: &_PWM_51.25_26.92_49.33_49.26_26.99_*,,,,,,,,,
,,,,,,,,,26.99 *,Received control message: &_PWM_51.25_26.92_49.33_49.26_26.99_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,33 *,Received: &_DATA_50.00_150.00_30_-16_33_*,,,,,,,,,
,,,,,,,,,26.88 *,Received: &_PWM_51.25_26.02_50.23_49.37_26.88_*,,,,,,,,,
,,,,,,,,,26.88 *,Received control message: &_PWM_51.25_26.02_50.23_49.37_26.88_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,32 *,Received: &_DATA_50.00_150.00_30_-14_32_*,,,,,,,,,
,,,,,,,,,26.82 *,Received: &_PWM_51.25_26.35_49.90_49.43_26.82_*,,,,,,,,,
,,,,,,,,,26.82 *,Received control message: &_PWM_51.25_26.35_49.90_49.43_26.82_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,32 *,Received: &_DATA_50.00_150.00_0_-16_32_*,,,,,,,,,
,,,,,,,,,25.00 *,Received: &_PWM_51.25_35.31_40.94_52.89_25.00_*,,,,,,,,,
,,,,,,,,,25.00 *,Received control message: &_PWM_51.25_35.31_40.94_52.89_25.00_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,32 *,Received: &_DATA_50.00_150.00_0_-14_32_*,,,,,,,,,
,,,,,,,,,25.00 *,Received: &_PWM_51.25_35.62_40.63_53.91_25.00_*,,,,,,,,,
,,,,,,,,,25.00 *,Received control message: &_PWM_51.25_35.62_40.63_53.91_25.00_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,32 *,Received: &_DATA_50.00_150.00_0_-12_32_*,,,,,,,,,
,,,,,,,,,25.00 *,Received: &_PWM_51.25_35.92_40.33_54.85_25.00_*,,,,,,,,,
,,,,,,,,,25.00 *,Received control message: &_PWM_51.25_35.92_40.33_54.85_25.00_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,27 *,Received: &_DATA_50.00_150.00_0_-2_27_*,,,,,,,,,
,,,,,,,,,25.00 *,Received: &_PWM_51.25_37.70_38.55_55.37_25.00_*,,,,,,,,,
,,,,,,,,,25.00 *,Received control message: &_PWM_51.25_37.70_38.55_55.37_25.00_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,12 *,Received: &_DATA_50.00_150.00_0_-6_12_*,,,,,,,,,
,,,,,,,,,25.00 *,Received: &_PWM_51.25_36.97_39.28_54.70_25.00_*,,,,,,,,,
,,,,,,,,,25.00 *,Received control message: &_PWM_51.25_36.97_39.28_54.70_25.00_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,-9 *,Received: &_DATA_50.00_150.00_0_-12_-9_*,,,,,,,,,
,,,,,,,,,25.00 *,Received: &_PWM_51.25_36.02_40.23_52.85_25.00_*,,,,,,,,,
,,,,,,,,,25.00 *,Received control message: &_PWM_51.25_36.02_40.23_52.85_25.00_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,-28 *,Received: &_DATA_50.00_150.00_0_-12_-28_*,,,,,,,,,
,,,,,,,,,25.63 *,Received: &_PWM_51.25_35.95_40.30_50.62_25.63_*,,,,,,,,,
,,,,,,,,,25.63 *,Received control message: &_PWM_51.25_35.95_40.30_50.62_25.63_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,-34 *,Received: &_DATA_50.00_150.00_0_-19_-34_*,,,,,,,,,
,,,,,,,,,27.22 *,Received: &_PWM_51.25_34.79_41.46_49.03_27.22_*,,,,,,,,,
,,,,,,,,,27.22 *,Received control message: &_PWM_51.25_34.79_41.46_49.03_27.22_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,-37 *,Received: &_DATA_50.00_150.00_0_-10_-37_*,,,,,,,,,
,,,,,,,,,28.57 *,Received: &_PWM_51.25_36.36_39.89_47.68_28.57_*,,,,,,,,,
,,,,,,,,,28.57 *,Received control message: &_PWM_51.25_36.36_39.89_47.68_28.57_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,-39 *,Received: &_DATA_50.00_150.00_0_-11_-39_*,,,,,,,,,
,,,,,,,,,29.90 *,Received: &_PWM_51.25_36.04_40.21_46.35_29.90_*,,,,,,,,,
,,,,,,,,,29.90 *,Received control message: &_PWM_51.25_36.04_40.21_46.35_29.90_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,-39 *,Received: &_DATA_50.00_150.00_0_-4_-39_*,,,,,,,,,
,,,,,,,,,31.17 *,Received: &_PWM_51.25_37.38_38.87_45.08_31.17_*,,,,,,,,,
,,,,,,,,,31.17 *,Received control message: &_PWM_51.25_37.38_38.87_45.08_31.17_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,-39 *,Received: &_DATA_50.00_150.00_0_-17_-39_*,,,,,,,,,
,,,,,,,,,32.36 *,Received: &_PWM_51.25_35.03_41.22_43.89_32.36_*,,,,,,,,,
,,,,,,,,,32.36 *,Received control message: &_PWM_51.25_35.03_41.22_43.89_32.36_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,-38 *,Received: &_DATA_50.00_150.00_0_-12_-38_*,,,,,,,,,
,,,,,,,,,33.49 *,Received: &_PWM_51.25_35.90_40.35_42.76_33.49_*,,,,,,,,,
,,,,,,,,,33.49 *,Received control message: &_PWM_51.25_35.90_40.35_42.76_33.49_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,-40 *,Received: &_DATA_50.00_150.00_0_-5_-40_*,,,,,,,,,
,,,,,,,,,34.92 *,Received: &_PWM_51.25_37.22_39.03_41.33_34.92_*,,,,,,,,,
,,,,,,,,,34.92 *,Received control message: &_PWM_51.25_37.22_39.03_41.33_34.92_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,-39 *,Received: &_DATA_50.00_150.00_0_0_-39_*,,,,,,,,,
,,,,,,,,,35.99 *,Received: &_PWM_51.25_38.02_38.23_40.26_35.99_*,,,,,,,,,
,,,,,,,,,35.99 *,Received control message: &_PWM_51.25_38.02_38.23_40.26_35.99_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,-37 *,Received: &_DATA_50.00_150.00_0_-3_-37_*,,,,,,,,,
,,,,,,,,,37.00 *,Received: &_PWM_51.25_37.44_38.81_39.25_37.00_*,,,,,,,,,
,,,,,,,,,37.00 *,Received control message: &_PWM_51.25_37.44_38.81_39.25_37.00_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,-31 *,Received: &_DATA_50.00_150.00_0_-3_-31_*,,,,,,,,,
,,,,,,,,,37.56 *,Received: &_PWM_51.25_37.46_38.79_38.69_37.56_*,,,,,,,,,
,,,,,,,,,37.56 *,Received control message: &_PWM_51.25_37.46_38.79_38.69_37.56_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,-26 *,Received: &_DATA_50.00_150.00_0_-5_-26_*,,,,,,,,,
,,,,,,,,,38.01 *,Received: &_PWM_51.25_37.23_39.02_38.24_38.01_*,,,,,,,,,
,,,,,,,,,38.01 *,Received control message: &_PWM_51.25_37.23_39.02_38.24_38.01_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,-14 *,Received: &_DATA_50.00_150.00_0_-23_-14_*,,,,,,,,,
,,,,,,,,,37.64 *,Received: &_PWM_51.25_33.94_42.31_38.61_37.64_*,,,,,,,,,
,,,,,,,,,37.64 *,Received control message: &_PWM_51.25_33.94_42.31_38.61_37.64_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,4 *,Received: &_DATA_50.00_150.00_0_-15_4_*,,,,,,,,,
,,,,,,,,,36.07 *,Received: &_PWM_51.25_35.45_40.80_40.18_36.07_*,,,,,,,,,
,,,,,,,,,36.07 *,Received control message: &_PWM_51.25_35.45_40.80_40.18_36.07_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,11 *,Received: &_DATA_50.00_150.00_0_-11_11_*,,,,,,,,,
,,,,,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
,,,,,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,14 *,Received: &_DATA_50.00_150.00_0_-1_14_*,,,,,,,,,
,,,,,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
,,,,,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,15 *,Received: &_DATA_50.00_150.00_0_0_15_*,,,,,,,,,
,,,,,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
,,,,,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,15 *,Received: &_DATA_50.00_150.00_0_-10_15_*,,,,,,,,,
,,,,,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
,,,,,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,16 *,Received: &_DATA_50.00_150.00_0_-30_16_*,,,,,,,,,
,,,,,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
,,,,,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,16 *,Received: &_DATA_50.00_150.00_0_-44_16_*,,,,,,,,,
,,,,,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
,,,,,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,16 *,Received: &_DATA_50.00_150.00_0_-53_16_*,,,,,,,,,
,,,,,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
,,,,,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,16 *,Received: &_DATA_50.00_150.00_0_-52_16_*,,,,,,,,,
,,,,,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
,,,,,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,15 *,Received: &_DATA_50.00_150.00_0_-47_15_*,,,,,,,,,
,,,,,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
,,,,,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,16 *,Received: &_DATA_50.00_150.00_0_-52_16_*,,,,,,,,,
,,,,,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
,,,,,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,16 *,Received: &_DATA_50.00_150.00_0_-52_16_*,,,,,,,,,
,,,,,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
,,,,,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,16 *,Received: &_DATA_50.00_150.00_0_-52_16_*,,,,,,,,,
,,,,,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
,,,,,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,0.001000 *,Received control message: &_PID_1.000000_0.700000_0.001000_*,,,,,,,,,
,,,,,,,,,16 *,Received: &_DATA_50.00_150.00_0_-54_16_*,,,,,,,,,
,,,,,,,,,25.00 *,Received: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
,,,,,,,,,25.00 *,Received control message: &_PWM_25.00_25.00_25.00_25.00_25.00_*,,,,,,,,,
